file,language,zero_inbound_static,runtime_unreached_static,in_duplicate_clone_block,decision,reason
frontend/app/staff/item-detail.screen.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/staff/item-detail.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/staff/scan.screen.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/staff/scan.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/staff/serial-scanner.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/staff/settings.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/supervisor/__tests__/layout.offlineGate.test.tsx,typescript/javascript,1,0,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/app/supervisor/__tests__/offlineQueue.test.tsx,typescript/javascript,1,0,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/app/supervisor/__tests__/sessionDetail.offlineMode.test.tsx,typescript/javascript,1,0,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/app/supervisor/activity-logs.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/supervisor/appearance.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/supervisor/bulk-ops.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/supervisor/dashboard.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/supervisor/index.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/supervisor/items.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/supervisor/offline-queue.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/supervisor/sessions.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/supervisor/settings.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/supervisor/sync-conflicts.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/supervisor/user-workflows.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/supervisor/variance-details.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/supervisor/variances.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/welcome.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/babel.config.js,typescript/javascript,1,1,0,keep,Build/test/tooling configuration entrypoint; consumed by external toolchain.
frontend/e2e/admin-dashboard.spec.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/e2e/auth.spec.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/e2e/core-flow.spec.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/e2e/misplaced-item.spec.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/e2e/recount-assignment-ui.spec.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/e2e/supervisor-smoke.spec.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/e2e/visual.spec.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/e2e/watchtower-regression.spec.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/expo-sqlite.d.ts,typescript/javascript,1,1,0,keep,Build/test/tooling configuration entrypoint; consumed by external toolchain.
frontend/index.js,typescript/javascript,1,0,0,keep,Build/test/tooling configuration entrypoint; consumed by external toolchain.
frontend/jest.config.js,typescript/javascript,1,1,0,keep,Build/test/tooling configuration entrypoint; consumed by external toolchain.
frontend/jest.polyfills.js,typescript/javascript,1,1,0,keep,Build/test/tooling configuration entrypoint; consumed by external toolchain.
frontend/jest.setup.js,typescript/javascript,1,1,0,keep,Build/test/tooling configuration entrypoint; consumed by external toolchain.
frontend/metro.config.js,typescript/javascript,1,1,0,keep,Build/test/tooling configuration entrypoint; consumed by external toolchain.
frontend/playwright.config.ts,typescript/javascript,1,1,0,keep,Build/test/tooling configuration entrypoint; consumed by external toolchain.
frontend/plugins/withQuotedReactNativeBundlePhase.js,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/react-native-text-override.d.ts,typescript/javascript,1,1,0,keep,Build/test/tooling configuration entrypoint; consumed by external toolchain.
frontend/scripts/generate_brand_assets.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
frontend/scripts/update-ip.js,typescript/javascript,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
frontend/src/bootstrap/BootStateViews.web.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/bootstrap/RootStack.web.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/bootstrap/initApp.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/bootstrap/initAuthAndSettings.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/bootstrap/withTimeout.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/components/DataTable.stories.tsx,typescript/javascript,1,1,0,review,Storybook/story asset; optional in production but may be used in design/dev workflow.
frontend/src/components/ErrorBoundary.web.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/Input.stories.tsx,typescript/javascript,1,1,0,review,Storybook/story asset; optional in production but may be used in design/dev workflow.
frontend/src/components/ItemVerification.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/LogoutButton.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/LottieLoading.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/Pagination.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/RefreshButton.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/SearchAutocomplete.stories.tsx,typescript/javascript,1,1,0,review,Storybook/story asset; optional in production but may be used in design/dev workflow.
frontend/src/components/SessionTimeoutWarning.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/SyncStatusBar.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/admin/RoleSelector.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/admin/realtime-dashboard/__tests__/RealtimeDashboardToolbar.test.tsx,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/components/admin/realtime-dashboard/__tests__/realtimeDashboardLive.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/components/analytics/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/components/auth/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/components/camera/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/components/common/AccessibilityEnhancer.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/common/ThemeToggle.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/feedback/ToastProvider.web.tsx,typescript/javascript,1,1,1,review,Unreached + in clone blocks; candidate for consolidation or removal after owner validation.
frontend/src/components/filters/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/components/forms/EnhancedButton.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/forms/__tests__/SearchAutocomplete.test.tsx,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/components/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/components/layout/SettingGroup.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/layout/SettingItem.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/modals/BulkEntryModal.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/modals/ImageViewerModal.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/modals/__tests__/PhotoCaptureModal.test.tsx,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/components/modals/__tests__/SerialScannerModal.logic.test.tsx,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/components/modals/__tests__/SerialScannerModal.permission.test.tsx,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/components/modals/__tests__/serialScannerState.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/components/modals/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/components/navigation/__tests__/BottomNavBar.test.tsx,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/components/premium/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/components/scan/ActiveSectionHeader.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/scan/SectionFocusConfig.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/scan/__tests__/LocationVerificationSection.test.tsx,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/components/scan/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/components/session/BulkActionBar.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/settings/__tests__/UserSettingsSections.test.tsx,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/components/staff/RecentScans.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/suggestions/SmartSuggestionsPanel.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/sync/ConflictResolutionModal.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/components/ui/Modal.stories.tsx,typescript/javascript,1,1,0,review,Storybook/story asset; optional in production but may be used in design/dev workflow.
frontend/src/components/ui/__tests__/AnimatedPressable.test.tsx,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/config/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/constants/__tests__/roleFeatureFlags.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/constants/fontAssets.native.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/constants/fontAssets.web.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/constants/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/domains/auth/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/domains/inventory/hooks/__tests__/offlineInventoryHooks.test.tsx,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/domains/inventory/hooks/scan/__tests__/errorMessages.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/domains/inventory/hooks/scan/__tests__/useDeferredItemSubmission.itemName.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/domains/inventory/hooks/scan/__tests__/useDeferredItemSubmission.photoProofs.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/domains/inventory/hooks/scan/__tests__/useItemDraftAutosave.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/domains/inventory/hooks/scan/__tests__/useItemEvidenceState.test.tsx,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/domains/inventory/hooks/scan/__tests__/useItemSubmission.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/domains/inventory/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/domains/inventory/services/__tests__/itemVerificationApi.export.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/domains/reports/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/hooks/__tests__/usePermission.test.tsx,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/hooks/__tests__/useSessionIntegrity.test.tsx,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/hooks/__tests__/useWebSocket.test.tsx,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/hooks/useKeepAwake.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/hooks/useKeyboardShortcuts.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/screens/routes/IndexScreen.native.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/screens/routes/IndexScreen.web.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/screens/routes/WelcomeScreen.native.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/screens/routes/WelcomeScreen.web.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/services/__tests__/api.misc.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/__tests__/api.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/__tests__/backendUrl.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/__tests__/backupReminderService.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/__tests__/checkNodeVersion.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/__tests__/connectionManager.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/__tests__/healthRequest.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/__tests__/httpClient.unauthorized.test.ts,typescript/javascript,1,1,1,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/__tests__/sentry.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/__tests__/sessionManagementApi.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/__tests__/storage.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/__tests__/syncBatch.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/__tests__/updateService.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/__tests__/versionService.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/animationService.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/services/api/__tests__/inventoryWorkflowApi.barcode.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/api/__tests__/inventoryWorkflowApi.countLineNames.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/api/__tests__/inventoryWorkflowApi.offlineCount.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/api/adminOperationsApi.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/api/api.advancedAnalytics.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/services/api/api.diagnosis.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/api/api.diagnosis.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/services/api/api.dynamicFields.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/services/api/api.impl.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/services/api/api.misc.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/services/api/api.notifications.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/services/api/api.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/audit/auditLogger.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/services/backupService.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/services/batchOperationsService.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/services/device/expoCamera.native.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/services/device/expoCamera.web.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/services/exportService.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/services/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/services/microInteractions.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/services/monitoring/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/services/offline/__tests__/offlineStorage.queue.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/offline/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/services/pinAuth.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/services/selfTestService.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/services/storage/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/services/storage/tokenStore.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/services/sync/conflictResolution.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/services/utils/errorRecovery.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/services/utils/haptics.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/services/utils/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/services/utils/toastService.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/services/wifiConnectionService.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/store/__tests__/authStore.establishSession.test.ts,typescript/javascript,1,1,1,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/store/__tests__/authStore.loadStoredAuthRace.test.ts,typescript/javascript,1,1,1,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/store/__tests__/authStore.logout.test.ts,typescript/javascript,1,1,1,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/store/__tests__/filterStore.scope.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/store/__tests__/notificationStore.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/store/__tests__/settingsStore.userScope.test.ts,typescript/javascript,1,1,1,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/store/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/styles/scanStyles.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/styles/screens/StaffHome.styles.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/styles/sharedStyles.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/theme/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/theme/uiStandard.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/theme/unified/MIGRATION_EXAMPLES.tsx,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/types/expo-modules.d.ts,typescript/javascript,1,1,0,review,Type declaration file; consumed by TypeScript compiler/tooling.
frontend/src/types/export.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/types/react-native-unistyles.d.ts,typescript/javascript,1,1,0,review,Type declaration file; consumed by TypeScript compiler/tooling.
frontend/src/types/reactotron-react-native.d.ts,typescript/javascript,1,1,0,review,Type declaration file; consumed by TypeScript compiler/tooling.
frontend/src/types/storage.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/types/sync.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/types/unistyles.d.ts,typescript/javascript,1,1,0,review,Type declaration file; consumed by TypeScript compiler/tooling.
frontend/src/utils/__tests__/itemBatchUtils.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/utils/__tests__/roleNavigation.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/utils/__tests__/scanUtils.serialFormat.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/utils/__tests__/validation.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/src/utils/csvExport.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/utils/deviceInfo.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/utils/eventEmitter.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/utils/feedback.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/src/utils/index.ts,typescript/javascript,1,1,0,review,Barrel export file; may be imported indirectly by path aliases.
frontend/src/utils/testSpritePort.ts,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/test_config.js,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/tests/services/scanDeduplicationService.test.ts,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/typescript-plugin-filter-text-errors.js,typescript/javascript,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
